BAcctNumber,AcctNumber,BillingStreet,BillingAptNo,BillingZip,BillingPhone,BillingMethod,OnlineBillingFlag,CoverageType,LastInvoiceGenDate,LastInvoicePaidDueDate,LastInvoicePaidDate,LastBillCount,NextInvoiceGenDate,CardType,CardNo,CardExpirationDate,BankingAccountType,BankingAccountNumber,PaymentAmount,PaymentDate,AccountEstablishedDate
BILL304055243,ACC811732846,51009 Claremont Street,46,50981,724-528-1281,Prospective Payment System,T,Travel Health Insurance,3/12/2018,11/22/2023,3/22/2023,48,3/1/2021,jcb,3543133502461798,9/28/2029,Certificate of Deposit (CD),pietzwv,216.83,2/15/2015,1/6/2021
BILL292311965,ACC707086498,8 Garrison Point,5,02114,919-535-1418,Time-Based Billing,T,Health Savings Account (HSA)-eligible plan,7/26/2020,7/2/2021,5/21/2022,23,10/11/2021,diners-club-carte-blanche,30312326293704,12/23/2027,Certificate of Deposit (CD),lvbyxpn,420.08,1/9/2021,1/17/2010
BILL978319784,ACC518981330,2386 Manitowish Place,37,23612,269-444-5638,Deductible,F,Children's Health Insurance Program (CHIP),5/18/2012,7/24/2024,7/24/2024,10,6/8/2019,jcb,3587400725221540,5/20/2027,Investment Account,rltkoev,290.94,1/8/2016,12/24/2013
BILL548023066,ACC519445202,72 Pawling Terrace,41,49505,806-116-2678,Diagnosis-Related Group (DRG),T,Fee-for-Service (FFS),8/15/2013,11/5/2016,6/4/2019,23,10/11/2013,instapayment,6396954938952998,11/1/2028,Loan Account,qdpyfok,564.72,5/20/2018,10/9/2019
BILL893036699,ACC630959436,9510 Porter Point,48,35254,927-977-2150,Capitation,T,Critical Illness Insurance,10/18/2015,9/20/2019,6/15/2022,47,5/30/2024,mastercard,5317298556352141,4/2/2029,Certificate of Deposit (CD),lgnjbux,940.26,12/4/2015,2/4/2010
BILL716772951,ACC010005688,861 Colorado Drive,15,72209,231-954-8772,Bundled Payments,F,Mental Health Coverage,10/14/2018,10/23/2018,8/30/2021,22,2/6/2021,mastercard,5007669166092456,4/5/2029,Credit Account,dcsimyr,300.62,7/19/2015,11/7/2011
BILL311594421,ACC658089233,613 Cherokee Trail,3,11499,385-836-5184,Capitation,T,Vision Insurance,2/9/2011,12/15/2012,10/29/2018,42,7/2/2015,visa-electron,4405071563429517,5/3/2029,Credit Account,mkvoyon,619.63,4/25/2011,9/3/2018
BILL090253812,ACC899667508,025 Linden Park,28,60614,171-861-0894,Sliding Scale,T,International Health Insurance,1/5/2012,8/17/2015,1/31/2017,15,1/20/2019,jcb,3586349778729498,10/30/2027,Savings Account,koaalzx,444.73,11/13/2015,11/17/2010
BILL092217819,ACC163588996,4 Bultman Alley,17,55480,902-679-0354,Global Budgeting,F,High Deductible Health Plan (HDHP),12/18/2021,1/27/2022,1/31/2022,45,5/2/2023,jcb,3566642457697257,5/5/2028,Retirement Account,toomfzs,590.99,10/21/2020,4/2/2010
BILL380253012,ACC547599851,19 Northport Park,33,32520,496-360-5552,Resource-Based Relative Value Scale (RBRVS),F,Disability Insurance,5/7/2015,9/3/2020,11/17/2023,2,8/20/2019,jcb,3559339651421977,10/19/2024,Certificate of Deposit (CD),ayaaqer,986.55,8/20/2021,6/23/2015
BILL187698342,ACC730519358,1 Summerview Drive,15,22096,194-835-9848,Prospective Payment System,T,Vision Insurance,6/17/2015,3/15/2019,6/11/2018,45,1/24/2018,jcb,3567408331639017,6/9/2029,Certificate of Deposit (CD),pgxxrjw,463.46,8/12/2021,1/21/2013
BILL914482501,ACC747481006,2908 Erie Road,29,14276,874-471-7393,Sliding Scale,F,Veterans Health Administration (VA),7/4/2018,10/21/2018,8/17/2021,30,9/7/2023,jcb,3533137438877029,1/28/2025,Certificate of Deposit (CD),aheazgr,11.21,5/23/2021,1/13/2021
BILL996884645,ACC758824208,62184 Graceland Center,41,63169,447-903-9468,Fee-for-Service,T,High Deductible Health Plan (HDHP),8/27/2019,8/29/2022,8/21/2021,21,2/18/2021,jcb,3532842271353407,1/18/2027,Loan Account,abntbqf,60.55,12/31/2015,12/27/2011
BILL239595987,ACC602014510,32502 Parkside Point,50,85099,869-172-2538,Value-Based Reimbursement,T,Vision Insurance,5/14/2019,2/27/2024,10/20/2019,17,7/13/2021,jcb,3542941824603330,1/26/2026,Savings Account,skpwvdi,736.45,9/20/2010,8/6/2014
BILL784254482,ACC080022513,68 Graedel Lane,27,44393,725-123-7468,Capitation,T,High Deductible Health Plan (HDHP),3/5/2016,5/8/2022,5/3/2017,22,4/13/2016,mastercard,5359270150189095,7/1/2027,Loan Account,ntmmxpu,313.08,7/7/2019,9/22/2016
BILL198412212,ACC078709440,19 Memorial Alley,26,68583,951-703-1519,Third-Party Billing,T,Accident Insurance,4/7/2015,5/28/2022,9/2/2022,47,9/29/2016,mastercard,5100914836163626,7/3/2028,Investment Account,meczons,321.86,4/10/2015,10/23/2017
BILL086475502,ACC356996576,07 Waywood Place,8,28247,240-900-0488,Fee-for-Service,F,Point of Service (POS),11/8/2011,4/7/2015,10/30/2022,21,11/9/2020,jcb,3585590629700714,5/22/2029,Credit Account,siylrhv,679.15,4/25/2016,11/24/2016
BILL707975201,ACC848897682,82 Gina Crossing,17,36641,850-221-9208,Sliding Scale,F,Mental Health Coverage,10/29/2016,5/5/2018,6/7/2022,29,6/10/2024,mastercard,5002354762534483,11/7/2024,Savings Account,vbrwbeo,298.89,5/12/2019,6/14/2019
BILL511814513,ACC072633883,734 Stoughton Drive,36,90605,381-391-6927,Resource-Based Relative Value Scale (RBRVS),T,Medicare,9/2/2011,7/1/2013,2/29/2012,7,4/29/2018,maestro,630460395606674555,11/3/2026,Credit Account,gfidqsz,123.23,5/5/2010,6/1/2013
BILL660834713,ACC729458927,6115 Grim Way,40,46699,653-171-6098,Capitation,F,Health Savings Account (HSA)-eligible plan,8/24/2021,2/22/2022,11/18/2021,37,5/13/2024,jcb,3588317469465183,4/6/2027,Certificate of Deposit (CD),dkvbdde,437.9,8/10/2016,6/29/2013
BILL022748233,ACC756829889,5 Veith Alley,22,85720,128-845-8023,Shared Savings,F,Point of Service (POS),1/19/2019,5/24/2019,10/18/2020,28,3/3/2024,jcb,3584159704414418,12/10/2028,Savings Account,rehzgdh,299.65,10/8/2020,5/6/2010
BILL144271272,ACC961343590,72687 Scott Crossing,4,79452,476-269-8811,Global Budgeting,F,Long-Term Care Insurance,7/6/2015,6/9/2024,10/28/2017,16,9/29/2017,mastercard,5048375759012601,4/21/2025,Savings Account,nhshjfk,235.37,11/10/2020,7/23/2012
BILL127093579,ACC933227666,6 Wayridge Street,10,93721,746-984-5644,Global Budgeting,T,Supplemental Insurance,8/6/2010,10/7/2012,3/29/2015,44,8/14/2015,jcb,3575416764299340,6/29/2029,Loan Account,rmlhehc,779.22,1/6/2011,5/19/2018
BILL862115273,ACC123599303,34 Anthes Junction,45,94164,949-647-3670,Resource-Based Relative Value Scale (RBRVS),F,Dental Insurance,11/3/2020,1/4/2024,6/21/2021,5,9/20/2023,maestro,5893029899317745,2/1/2024,Investment Account,rfbzlcx,540.63,2/9/2018,1/26/2020
BILL406532368,ACC650154560,04 Stone Corner Trail,5,86305,609-875-8275,Diagnosis-Related Group (DRG),F,Medicaid,4/14/2016,4/7/2017,7/18/2018,16,7/24/2017,china-unionpay,560221121391000882,12/8/2024,Checking Account,ruejmrz,685.81,12/17/2013,4/10/2013
BILL320045262,ACC775845115,5275 Reindahl Plaza,8,63116,471-902-5176,Resource-Based Relative Value Scale (RBRVS),F,Long-Term Care Insurance,8/18/2020,11/5/2021,8/27/2023,13,4/15/2022,diners-club-enroute,201871702742546,12/6/2027,Loan Account,fdherya,704.39,5/2/2019,12/9/2010
BILL572173960,ACC710922439,87 Mosinee Street,24,55103,538-755-7669,Self-Pay,F,Fee-for-Service (FFS),3/25/2018,1/31/2023,4/26/2020,12,12/17/2018,jcb,3562704133285255,7/13/2024,Retirement Account,ttedjbg,952.44,10/26/2019,3/3/2011
BILL676938424,ACC963185463,70 Montana Lane,2,80127,672-212-9439,Global Budgeting,F,Point of Service (POS),12/20/2014,1/28/2021,4/12/2024,11,7/1/2021,jcb,3535921894097844,7/31/2026,Checking Account,tcxiroh,330.09,1/23/2013,5/10/2016
BILL938125948,ACC409201461,03 Sachtjen Hill,17,27404,579-915-5049,Bundled Payments,T,Maternity Coverage,4/6/2013,12/13/2022,9/6/2016,2,3/24/2018,visa,4041371318270,11/11/2024,Credit Account,tfphjcs,881.03,2/16/2021,8/2/2020
BILL698595404,ACC501465727,9787 Stoughton Plaza,15,92555,102-206-0531,Time-Based Billing,T,Children's Health Insurance Program (CHIP),7/3/2020,6/30/2022,11/30/2023,32,8/16/2021,jcb,3545461918106543,4/3/2028,Savings Account,jlbnveo,287.35,3/5/2016,7/26/2011
BILL637342152,ACC327392196,85 Colorado Center,5,78410,399-797-0451,Third-Party Billing,F,Preferred Provider Organization (PPO),5/13/2018,9/19/2023,8/11/2018,9,6/4/2022,maestro,63044687650366370,6/9/2029,Loan Account,wgurgma,646.82,2/26/2019,10/15/2021
BILL231389311,ACC138142988,2 Cordelia Terrace,28,85219,241-706-9660,Time-Based Billing,F,Flexible Spending Account (FSA)-eligible plan,4/3/2011,4/17/2024,11/23/2017,22,11/15/2018,jcb,3560951395900525,7/28/2028,Certificate of Deposit (CD),tkwcvbq,368.23,9/22/2011,3/25/2015
BILL630575084,ACC730506584,16836 Jay Point,41,54915,929-704-2107,Shared Savings,T,Consumer-Driven Health Plan (CDHP),6/20/2010,12/20/2012,6/27/2015,7,6/13/2018,china-unionpay,5602259703318777,12/12/2029,Retirement Account,leotyfe,263.62,1/20/2019,12/16/2014
BILL998363798,ACC515373402,39 Mockingbird Street,38,80310,429-295-4801,Value-Based Reimbursement,F,Fee-for-Service (FFS),3/18/2014,7/10/2024,1/24/2024,28,9/27/2017,americanexpress,374288002832581,8/3/2025,Retirement Account,zffuhow,45.37,2/6/2019,11/6/2013
BILL713796775,ACC360472943,220 Colorado Crossing,9,95205,331-798-8216,Electronic Billing,F,Disability Insurance,8/15/2014,3/3/2021,5/14/2017,10,3/7/2016,diners-club-us-ca,5557104289892297,3/22/2024,Investment Account,zsmdqmh,130.13,6/4/2017,2/26/2020
BILL401404752,ACC705475074,8867 Monterey Terrace,7,94522,105-376-5633,Sliding Scale,F,Health Savings Account (HSA)-eligible plan,4/30/2011,4/10/2017,6/13/2021,12,11/2/2018,jcb,3554427363069880,3/24/2028,Investment Account,nstekku,25.44,5/9/2021,5/8/2016
BILL443793749,ACC798455904,9 Dakota Drive,10,06606,817-691-5707,Fee-for-Service,F,Travel Health Insurance,1/22/2020,12/2/2022,4/28/2022,26,11/27/2020,jcb,3575344484570289,12/23/2028,Retirement Account,lnvmrin,728.44,10/9/2020,9/17/2019
BILL502585943,ACC421122311,9911 Dapin Junction,37,64109,380-294-1517,Third-Party Billing,F,Mental Health Coverage,9/15/2015,8/10/2022,4/4/2020,49,12/19/2023,jcb,3541920657146485,4/15/2026,Loan Account,vyrypyb,647.88,7/18/2013,4/12/2020
BILL436969824,ACC923107147,10 Center Trail,35,80291,432-198-1930,Co-Payment,T,Substance Abuse Treatment Coverage,1/8/2017,5/12/2018,1/17/2020,39,2/24/2022,jcb,3588186653343278,8/2/2024,Checking Account,srhykci,327.81,5/19/2015,4/5/2019
BILL481053721,ACC230707465,4 Carberry Court,27,80299,802-425-2146,Self-Pay,T,Mental Health Coverage,1/4/2021,8/20/2022,10/18/2021,47,1/16/2023,jcb,3568512722910645,6/6/2025,Certificate of Deposit (CD),gmfixur,447.55,1/19/2019,10/7/2015
BILL809339049,ACC426786532,7 Elmside Hill,25,32204,576-380-8976,Co-Payment,T,Point of Service (POS),4/11/2019,5/2/2020,9/5/2019,2,9/27/2019,diners-club-carte-blanche,30428865928623,7/22/2028,Credit Account,obqgvpe,264.32,7/27/2019,5/3/2014
BILL440063986,ACC256217083,8430 Chive Alley,37,37131,392-135-5068,Direct Billing,F,Consumer-Driven Health Plan (CDHP),8/31/2016,4/4/2018,11/19/2020,3,9/8/2020,mastercard,5100177320555901,10/19/2028,Loan Account,xdtltgq,815.62,4/22/2012,12/4/2010
BILL299782596,ACC809001119,79778 Browning Point,21,25711,259-457-3226,Coinsurance,T,Mental Health Coverage,12/2/2017,7/7/2024,2/17/2023,25,5/25/2022,jcb,3584414295661244,1/10/2024,Credit Account,qqmnjgg,414.54,11/6/2010,4/27/2019
BILL336820021,ACC231938343,3 Maple Alley,4,73129,912-185-3021,Resource-Based Relative Value Scale (RBRVS),T,Medicaid,6/28/2017,6/21/2022,5/14/2023,4,6/18/2023,china-unionpay,5602224942789857,9/19/2028,Credit Account,vlyoidk,272.86,6/22/2014,10/21/2017
BILL035596046,ACC184804690,025 North Street,33,55557,920-901-3862,Coinsurance,T,Medicare,3/18/2020,5/10/2021,7/16/2023,22,8/3/2024,visa-electron,4026734793306644,12/24/2029,Investment Account,rccqctp,673.07,5/19/2021,3/11/2020
BILL909301810,ACC169856662,11 Norway Maple Park,40,83206,367-766-6106,Diagnosis-Related Group (DRG),T,Catastrophic Health Insurance,3/20/2016,11/2/2023,11/22/2019,11,3/9/2017,maestro,589339704822171931,7/4/2026,Checking Account,hbnyyyr,386.63,10/4/2021,6/10/2010
BILL658280311,ACC513185024,57141 Fuller Drive,12,14905,863-194-0873,Co-Payment,F,Health Maintenance Organization (HMO),6/15/2013,9/19/2023,11/7/2020,36,4/7/2022,jcb,3556421793167214,12/9/2028,Savings Account,gjliahb,16.63,10/10/2017,5/23/2012
BILL903652503,ACC706186520,011 Lukken Trail,20,48217,673-978-9190,Direct Billing,F,Prescription Drug Coverage,11/13/2015,7/21/2018,7/4/2021,14,5/21/2016,jcb,3583395133762800,9/16/2027,Savings Account,rbghkgv,129.22,12/5/2010,3/3/2020
BILL448244128,ACC394729725,34228 Harper Terrace,50,40210,866-472-4229,Prospective Payment System,T,Indemnity Plan,5/4/2020,12/4/2022,8/11/2021,7,1/25/2021,americanexpress,337941807059760,1/10/2026,Credit Account,bgklzjq,677.38,11/23/2015,9/6/2010
BILL219850991,ACC125537988,8 Crescent Oaks Place,17,76305,172-405-4496,Self-Pay,F,Exclusive Provider Organization (EPO),7/15/2014,8/30/2017,8/8/2018,31,8/22/2022,switch,4911726096607668014,12/16/2024,Credit Account,ffhmemg,507.36,10/19/2017,4/7/2019
BILL127753327,ACC833322014,6 Oxford Road,18,94605,272-920-6046,Per Diem,T,Fee-for-Service (FFS),8/19/2010,12/2/2012,10/4/2022,13,6/26/2020,jcb,3584918048642053,5/18/2028,Certificate of Deposit (CD),wfewivd,287.47,1/15/2015,5/8/2018
BILL764162236,ACC808905419,5 Raven Park,15,35487,762-612-3704,Time-Based Billing,T,High Deductible Health Plan (HDHP),8/6/2013,12/27/2021,5/6/2016,12,3/17/2019,switch,564182477030955657,3/5/2024,Certificate of Deposit (CD),bxjyxva,540.15,12/24/2012,6/14/2018
BILL633462947,ACC577530691,34405 Onsgard Drive,25,22093,560-642-3880,Value-Based Reimbursement,F,Maternity Coverage,11/23/2011,8/23/2019,11/20/2016,24,3/25/2013,jcb,3557006034946721,10/19/2024,Loan Account,osegwoz,678.07,7/9/2014,5/28/2018
BILL190007013,ACC703759268,4381 Vahlen Place,18,74126,233-353-4528,Diagnosis-Related Group (DRG),F,Consumer-Driven Health Plan (CDHP),6/29/2017,9/5/2020,9/7/2017,32,9/18/2021,americanexpress,374283148626161,9/25/2029,Loan Account,imkioln,507.79,2/4/2012,4/21/2019
BILL623615496,ACC690246086,20407 Declaration Point,32,70160,702-829-2922,Diagnosis-Related Group (DRG),T,Travel Health Insurance,8/18/2019,2/14/2023,9/20/2023,49,5/2/2021,diners-club-carte-blanche,30069882604514,7/16/2026,Checking Account,cteslft,185.52,3/9/2019,1/7/2019
BILL947833841,ACC894773027,5 Mcbride Park,29,35244,531-436-0372,Coinsurance,T,Medicare,12/5/2021,4/28/2022,11/3/2023,42,12/20/2023,switch,5641827454423629480,6/23/2026,Investment Account,twnlbws,722.04,4/8/2021,4/28/2014
BILL538619985,ACC250843629,465 Victoria Parkway,20,88553,224-298-5187,Third-Party Billing,T,Maternity Coverage,2/9/2019,10/4/2021,3/19/2021,31,10/1/2019,mastercard,5010125098319645,12/31/2029,Retirement Account,wvsxxis,528.71,9/17/2021,4/1/2018
BILL909679450,ACC863687193,0479 Spohn Place,5,83705,720-254-4269,Value-Based Reimbursement,F,Veterans Health Administration (VA),3/18/2013,4/25/2020,3/21/2018,5,1/7/2018,mastercard,5002351506006885,9/30/2024,Investment Account,ckujycz,844.58,4/16/2016,4/26/2010
BILL438335088,ACC062715992,67 Novick Pass,50,44905,923-165-4376,Time-Based Billing,T,Exclusive Provider Organization (EPO),11/28/2016,1/19/2024,12/8/2016,38,7/2/2019,bankcard,5602258725855469,10/31/2026,Loan Account,fffyuiu,468.6,12/15/2014,1/14/2021
BILL370127737,ACC963279835,38 Golf Course Alley,49,31422,292-442-1321,Out-of-Pocket,F,Travel Health Insurance,3/20/2018,7/20/2018,12/12/2020,28,6/18/2024,instapayment,6380790941140538,11/28/2024,Savings Account,aiufpom,129.42,3/6/2011,9/6/2017
BILL713429095,ACC087860701,0457 Hooker Pass,18,76004,982-754-3658,Out-of-Pocket,F,Prescription Drug Coverage,8/1/2014,7/11/2020,4/2/2021,36,2/13/2020,americanexpress,372301864820446,11/7/2029,Checking Account,yugucnf,197.73,8/14/2020,7/7/2014
BILL572602963,ACC210832020,32 Eliot Point,45,48211,996-987-3620,Self-Pay,F,Catastrophic Health Insurance,1/29/2012,8/29/2013,8/29/2015,38,4/22/2016,china-unionpay,560224874260255907,9/29/2029,Retirement Account,opxlblj,952.27,7/8/2021,1/29/2013
BILL874230635,ACC389201195,7 Melody Place,29,44305,859-362-3638,Bundled Payments,F,Preferred Provider Organization (PPO),5/27/2017,11/8/2019,4/30/2018,2,7/4/2020,diners-club-enroute,201748465571173,4/21/2027,Checking Account,rkweiuq,318.03,1/4/2016,1/27/2011
BILL609514915,ACC475690346,838 Kedzie Point,5,25313,903-268-8531,Coinsurance,F,Health Maintenance Organization (HMO),2/22/2016,10/31/2022,2/8/2021,10,6/27/2022,americanexpress,341824611537086,8/25/2025,Credit Account,ateokoh,642.31,9/1/2012,5/19/2011
BILL136664213,ACC148878748,918 Elmside Way,49,94132,997-638-5254,Capitation,F,Flexible Spending Account (FSA)-eligible plan,8/14/2014,12/8/2023,2/25/2023,39,5/28/2023,visa,4041378138945,5/8/2028,Certificate of Deposit (CD),hquspyt,815.76,3/29/2011,1/14/2021
BILL078494397,ACC041616534,4059 Monterey Drive,35,80262,450-893-9919,Shared Savings,T,Disability Insurance,5/24/2011,3/4/2014,4/15/2014,41,11/28/2014,china-unionpay,5602229860107248,9/26/2029,Credit Account,jqdqgih,794.19,10/8/2015,5/17/2011
BILL255609204,ACC062847665,032 Dapin Pass,47,77055,528-308-4884,Global Budgeting,F,Dental Insurance,10/7/2018,1/17/2021,5/29/2022,15,5/2/2020,mastercard,5100143533312316,6/23/2027,Certificate of Deposit (CD),iieoacq,115.47,3/3/2018,7/31/2018
BILL028497792,ACC793473747,69 Oak Valley Lane,1,36670,767-690-0486,Prospective Payment System,T,Travel Health Insurance,7/8/2013,7/31/2017,9/5/2017,27,1/3/2022,laser,63041644116172192,9/28/2029,Credit Account,mxhexoh,968.14,1/12/2019,1/15/2013
BILL143618348,ACC658089233,6 Forest Dale Crossing,39,71105,620-443-4408,Deductible,F,Critical Illness Insurance,3/21/2016,9/19/2018,8/16/2019,34,4/8/2017,mastercard,5100137948561715,3/30/2028,Retirement Account,aveyrun,357.95,5/3/2013,9/3/2018
BILL875920883,ACC806826299,1829 Bartelt Drive,28,27415,901-497-9526,Value-Based Reimbursement,F,Short-Term Health Insurance,5/1/2017,4/5/2024,6/15/2024,24,3/21/2021,jcb,3585377081585696,1/18/2029,Retirement Account,pvopeci,101.61,9/13/2017,10/14/2011
BILL616477686,ACC676659495,5746 Shopko Way,46,35295,142-305-6616,Third-Party Billing,F,Mental Health Coverage,7/8/2018,12/14/2018,10/7/2018,34,9/8/2020,diners-club-us-ca,5578622712259532,12/31/2026,Loan Account,zwdtgrd,988.77,7/14/2018,5/31/2012
BILL148330403,ACC351856996,253 Havey Center,44,37245,770-719-3451,Per Diem,T,Preferred Provider Organization (PPO),2/13/2016,8/16/2018,2/8/2023,25,10/11/2020,maestro,67614308003180530,10/13/2029,Loan Account,pnntaya,737.25,6/15/2018,8/29/2013
BILL840897003,ACC027460070,56 Talmadge Road,25,45470,778-354-1107,Per Diem,T,Medicaid,7/15/2015,7/21/2021,5/29/2020,26,9/12/2018,laser,6709249061077560,11/27/2024,Loan Account,ybmxgpf,779.08,8/24/2013,6/16/2021
BILL611157618,ACC963185463,9 Lawn Point,31,32314,824-856-2675,Value-Based Reimbursement,T,Indemnity Plan,1/30/2020,4/18/2023,7/14/2021,28,11/26/2023,mastercard,5100148313143617,8/8/2026,Retirement Account,irwhrng,869.67,6/27/2010,5/10/2016
BILL036513937,ACC772259586,4500 Hoepker Drive,13,70815,153-426-9573,Coinsurance,T,Medicare,2/4/2021,9/6/2023,11/4/2021,34,6/22/2023,diners-club-international,36202626303002,1/26/2024,Credit Account,euvhidt,197.2,9/22/2012,5/25/2011
BILL611642211,ACC008732378,58 Delaware Park,48,44505,744-565-4886,Sliding Scale,F,Disability Insurance,11/5/2020,5/26/2021,6/22/2023,45,7/13/2024,diners-club-enroute,201922938718220,3/23/2024,Retirement Account,hivecad,564.62,6/5/2010,6/13/2020
BILL656499554,ACC588512487,92 Meadow Vale Center,31,33411,291-199-0207,Sliding Scale,T,Medicare,3/19/2017,8/4/2021,11/15/2023,21,5/14/2019,jcb,3561829404693647,10/31/2025,Investment Account,lngcbfd,498.64,11/23/2014,5/14/2011
BILL800958993,ACC534651221,9 Holy Cross Alley,31,72209,331-140-0589,Direct Billing,F,Accident Insurance,9/25/2010,2/10/2023,8/11/2020,40,4/18/2016,jcb,3546522140890193,11/26/2024,Certificate of Deposit (CD),zbtlfyb,971.26,1/24/2015,2/5/2011
BILL518021173,ACC945518575,470 Warner Avenue,29,63116,517-586-2708,Prospective Payment System,T,Prescription Drug Coverage,9/3/2018,7/27/2022,10/30/2019,17,3/28/2021,diners-club-carte-blanche,30479008645681,6/30/2027,Retirement Account,gutbxbu,449.17,5/5/2012,1/14/2021
BILL079103430,ACC302425592,63308 Toban Park,9,94522,466-242-5512,Deductible,T,Health Maintenance Organization (HMO),7/11/2013,4/12/2017,7/5/2022,1,4/7/2021,maestro,67614395139372511,5/8/2028,Loan Account,hepgiks,162.24,5/12/2017,9/13/2017
BILL023663265,ACC910320868,37 Clove Circle,34,20057,305-643-5588,Bundled Payments,T,Exclusive Provider Organization (EPO),12/31/2019,5/11/2024,11/16/2021,40,5/18/2022,diners-club-enroute,201657977156326,11/15/2025,Retirement Account,iyuzias,614.4,8/27/2018,7/6/2016
BILL417100957,ACC792744212,8407 Caliangt Circle,12,78230,197-816-4270,Shared Savings,T,Substance Abuse Treatment Coverage,4/1/2015,7/18/2021,7/1/2018,12,1/24/2021,mastercard,5247111980212309,4/19/2027,Retirement Account,dlfmfkf,629.01,9/13/2014,7/6/2012
BILL093974581,ACC931412690,854 Ramsey Point,22,85030,837-253-4646,Self-Pay,F,Fee-for-Service (FFS),11/3/2012,3/7/2015,6/26/2020,45,12/19/2018,diners-club-enroute,201894809272795,9/19/2029,Credit Account,fqwjwgu,265.7,4/19/2014,7/20/2020
BILL512548386,ACC903076044,769 Pine View Place,41,93709,702-413-0939,Prospective Payment System,F,Mental Health Coverage,9/21/2021,9/16/2023,10/22/2023,38,9/29/2021,maestro,675969137603430594,4/18/2028,Savings Account,mjbznzv,980.52,6/22/2010,7/24/2021
BILL205979582,ACC153146692,57760 Anniversary Way,45,10110,215-572-3587,Time-Based Billing,F,Medicare,8/14/2014,4/22/2024,1/11/2022,9,2/1/2023,maestro,676265230416044386,11/9/2025,Retirement Account,gojlnbp,471.47,12/8/2016,12/26/2014
BILL733805251,ACC600278513,3 Buena Vista Junction,17,97075,224-361-6865,Electronic Billing,T,Tricare (Military Health Care),9/13/2012,3/15/2021,10/23/2017,14,10/18/2020,bankcard,5602237594959859,7/3/2028,Certificate of Deposit (CD),cpjfoxn,313.16,6/28/2010,9/21/2019
